"FILE_NAME","SOURCE","BOAT_ID","TRIP_ID","DATE_TIME","LONGITUDE","LATITUDE","GEAR","PASSIVE_ACTIVE","STATUS","SPEED","COURSE","HEADING","QUALITY"
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:16:20,-7.79755,37.0119,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:16:40,-7.796933333,37.01166667,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:17:00,-7.796316667,37.01145,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:17:20,-7.795733333,37.01118333,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:17:40,-7.795266667,37.01076667,"FPO","Passive","not_fishing",5,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:18:00,-7.795083333,37.01058333,"FPO","Passive","not_fishing",4,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:18:20,-7.795133333,37.01078333,"FPO","Passive","not_fishing",4,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:18:40,-7.795166667,37.01096667,"FPO","Passive","not_fishing",7,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:19:00,-7.794733333,37.01101667,"FPO","Passive","not_fishing",9,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:19:20,-7.79415,37.01098333,"FPO","Passive","not_fishing",10,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:19:40,-7.79375,37.01065,"FPO","Passive","not_fishing",10,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:20:00,-7.79345,37.0102,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:20:20,-7.793233333,37.0097,"FPO","Passive","not_fishing",10,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:20:40,-7.793283333,37.0092,"FPO","Passive","not_fishing",10,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:21:00,-7.793266667,37.00871667,"FPO","Passive","not_fishing",10,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:21:20,-7.79275,37.00841667,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:21:40,-7.792166667,37.00815,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:22:00,-7.791716667,37.00775,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:22:20,-7.7912,37.00738333,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:22:40,-7.7907,37.00703333,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:23:00,-7.79015,37.00671667,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:23:20,-7.7896,37.00641667,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:23:40,-7.789116667,37.00605,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:24:00,-7.7887,37.00563333,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:24:20,-7.788333333,37.00518333,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:24:40,-7.7881,37.00466667,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:25:00,-7.788,37.00413333,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:25:20,-7.7878,37.0036,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:25:40,-7.787583333,37.0031,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:26:00,-7.787366667,37.00258333,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:26:20,-7.787483333,37.00205,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:26:40,-7.787533333,37.00151667,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:27:00,-7.78745,37.00096667,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:27:20,-7.78735,37.00041667,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:27:40,-7.78725,36.99986667,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:28:00,-7.787283333,36.99931667,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:28:20,-7.787233333,36.99878333,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:28:40,-7.787116667,36.99823333,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:29:00,-7.786933333,36.9977,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:29:20,-7.78655,36.99726667,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:29:40,-7.785983333,36.99691667,"FPO","Passive","not_fishing",12,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:30:00,-7.785416667,36.99656667,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:30:20,-7.784883333,36.9962,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:30:40,-7.784333333,36.99585,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:31:00,-7.783833333,36.99546667,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:31:20,-7.78335,36.99506667,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:31:40,-7.78295,36.9946,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:32:00,-7.782483333,36.9942,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:32:20,-7.781916667,36.99385,"FPO","Passive","not_fishing",12,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:32:40,-7.781283333,36.99358333,"FPO","Passive","not_fishing",11,NA,NA,NA
"PT_CCM_2021_GP","CCMAR","VE_00001",1,2021-09-30 05:33:00,-7.7807,36.99328333,"FPO","Passive","not_fishing",11,NA,NA,NA
